Exchange,Symbol,Name,MarketCap,IPO,Sector,Industry
NASDAQ,TGLS,Tecnoglass Inc.,323.35M,2012,Consumer Durables,Electronic Components
NASDAQ,TGEN,Tecogen Inc.,102.01M,2014,Capital Goods,Industrial Machinery/Components
NASDAQ,TNAV,Telenav Inc.,240.5M,2010,Capital Goods,Industrial Machinery/Components
NASDAQ,TLGT,Teligent Inc.,148.77M,N/A,Health Care,Major Pharmaceuticals
NASDAQ,TELL,Tellurian Inc.,2.5B,N/A,Energy,Oil & Gas Production
NASDAQ,TENX,Tenax Therapeutics Inc.,8.66M,N/A,Health Care,Biotechnology: Commercial Physical & Biological Resarch
NASDAQ,TERP,TerraForm Power Inc.,1.63B,2014,Public Utilities,Electric Utilities: Central
NASDAQ,TBNK,Territorial Bancorp Inc.,298.44M,2009,Finance,Savings Institutions
NASDAQ,TSRO,TESARO Inc.,2.65B,2012,Health Care,Major Pharmaceuticals
NASDAQ,TSLA,Tesla Inc. ,47.38B,2010,Capital Goods,Auto Manufacturing
NASDAQ,TESS,TESSCO Technologies Incorporated,155.18M,1994,Consumer Non-Durables,Electronic Components
NASDAQ,TTEK,Tetra Tech Inc.,2.99B,1991,Consumer Services,Military/Government/Technical
NASDAQ,TTPH,Tetraphase Pharmaceuticals Inc.,190M,2013,Health Care,Major Pharmaceuticals
NASDAQ,TCBI,Texas Capital Bancshares Inc.,4.96B,2003,Finance,Major Banks
NASDAQ,TCBIL,Texas Capital Bancshares Inc.,N/A,N/A,Finance,Major Banks
NASDAQ,TCBIP,Texas Capital Bancshares Inc.,153.08M,N/A,Finance,Major Banks
NASDAQ,TCBIW,Texas Capital Bancshares Inc.,N/A,N/A,Finance,Major Banks
NASDAQ,TXN,Texas Instruments Incorporated,108.73B,N/A,Technology,Semiconductors
NASDAQ,TXRH,Texas Roadhouse Inc.,4.3B,2004,Consumer Services,Restaurants
NASDAQ,TFSL,TFS Financial Corporation,4.31B,N/A,Finance,Savings Institutions
NASDAQ,TGTX,TG Therapeutics Inc.,1.07B,N/A,Health Care,Major Pharmaceuticals
NASDAQ,ANDE,The Andersons Inc.,915.51M,N/A,Consumer Services,Farming/Seeds/Milling
NASDAQ,TBBK,The Bancorp Inc.,637.4M,N/A,Finance,Major Banks
NASDAQ,BPRN,The Bank of Princeton,222.25M,N/A,N/A,N/A
NASDAQ,CG,The Carlyle Group L.P.,7.34B,2012,Finance,Investment Managers
NASDAQ,TCGP,The Carlyle Group L.P.,N/A,N/A,Finance,Investment Managers
NASDAQ,CAKE,The Cheesecake Factory Incorporated,2.31B,1992,Consumer Services,Restaurants
NASDAQ,CHEF,The Chefs&#39; Warehouse Inc.,791.47M,2011,Consumer Non-Durables,Food Distributors
NASDAQ,TCFC,The Community Financial Corporation,206.25M,N/A,Finance,Major Banks
NASDAQ,DSGX,The Descartes Systems Group Inc.,2.35B,N/A,Technology,Computer Software: Prepackaged Software
NASDAQ,DXYN,The Dixie Group Inc.,41.05M,N/A,Consumer Durables,Home Furnishings
NASDAQ,ENSG,The Ensign Group Inc.,1.84B,2007,Health Care,Hospital/Nursing Management
NASDAQ,XONE,The ExOne Company,102.4M,2013,Capital Goods,Industrial Machinery/Components
NASDAQ,FINL,The Finish Line Inc.,545.76M,1992,Consumer Services,Clothing/Shoe/Accessory Stores
NASDAQ,FBMS,The First Bancshares Inc.,452.74M,N/A,Finance,Major Banks
NASDAQ,FLIC,The First of Long Island Corporation,632.41M,N/A,Finance,Major Banks
NASDAQ,GT,The Goodyear Tire & Rubber Company,6.06B,N/A,Consumer Durables,Automotive Aftermarket
NASDAQ,HABT,The Habit Restaurants Inc.,226.63M,2014,Consumer Services,Restaurants
NASDAQ,HCKT,The Hackett Group Inc.,476.43M,N/A,Consumer Services,Professional Services
NASDAQ,HAIN,The Hain Celestial Group Inc.,2.81B,N/A,Consumer Non-Durables,Packaged Foods
NASDAQ,CUBA,The Herzfeld Caribbean Basin Fund Inc.,42.2M,N/A,N/A,N/A
NASDAQ,INTG,The Intergroup Corporation,61.1M,N/A,Consumer Services,Building operators
NASDAQ,JYNT,The Joint Corp.,96.52M,2014,Miscellaneous,Multi-Sector Companies
NASDAQ,KEYW,The KEYW Holding Corporation,412.67M,2010,Technology,EDP Services
NASDAQ,KHC,The Kraft Heinz Company,69.44B,N/A,Consumer Non-Durables,Packaged Foods
NASDAQ,OLD,The Long-Term Care ETF,2.39M,N/A,N/A,N/A
NASDAQ,MSG,The Madison Square Garden Company,6.25B,2015,Consumer Services,Services-Misc. Amusement & Recreation
NASDAQ,MDCO,The Medicines Company,2.33B,2000,Health Care,Major Pharmaceuticals
NASDAQ,MEET,The Meet Group Inc.,234.88M,N/A,Consumer Services,Advertising
NASDAQ,MIK,The Michaels Companies Inc.,3.43B,2014,Consumer Services,Recreational Products/Toys
NASDAQ,MIDD,The Middleby Corporation,5.82B,N/A,Technology,Industrial Machinery/Components
NASDAQ,NAVG,The Navigators Group Inc.,1.76B,1986,Finance,Property-Casualty Insurers
NASDAQ,SLIM,The Obesity ETF,3.55M,N/A,N/A,N/A
NASDAQ,STKS,The ONE Group Hospitality Inc.,67.01M,N/A,Consumer Services,Restaurants
NASDAQ,ORG,The Organics ETF,N/A,N/A,N/A,N/A
NASDAQ,PRSC,The Providence Service Corporation,961.95M,2003,Consumer Services,Transportation Services
NASDAQ,RMR,The RMR Group Inc.,2.36B,N/A,Consumer Services,Professional Services
NASDAQ,SMPL,The Simply Good Foods Company,983.21M,N/A,Consumer Non-Durables,Packaged Foods
NASDAQ,SMPLW,The Simply Good Foods Company,N/A,N/A,Consumer Non-Durables,Packaged Foods
NASDAQ,TSG,The Stars Group Inc.,5.52B,N/A,Technology,Computer Software: Programming & Data Processing
NASDAQ,TTD,The Trade Desk Inc.,3.49B,2016,Technology,Computer Software: Programming & Data Processing
NASDAQ,ULTI,The Ultimate Software Group Inc.,8.06B,1998,Technology,Computer Software: Prepackaged Software
NASDAQ,YORW,The York Water Company,419.08M,N/A,Public Utilities,Water Supply
NASDAQ,NCTY,The9 Limited,9.57M,2004,Miscellaneous,Business Services
NASDAQ,TXMD,TherapeuticsMD Inc.,1.29B,N/A,Health Care,Major Pharmaceuticals
NASDAQ,TRPX,Therapix Biosciences Ltd.,633.68M,2017,Health Care,Major Pharmaceuticals
NASDAQ,TBPH,Theravance Biopharma Inc.,1.26B,N/A,Health Care,Major Pharmaceuticals
NASDAQ,TST,TheStreet Inc.,88.49M,N/A,Consumer Services,Newspapers/Magazines
NASDAQ,TCRD,THL Credit Inc.,254.2M,2010,N/A,N/A
NASDAQ,TIBR,Tiberius Acquisition Corporation,207M,2018,Finance,Business Services
NASDAQ,TIBRU,Tiberius Acquisition Corporation,N/A,2018,Finance,Business Services
NASDAQ,TIBRW,Tiberius Acquisition Corporation,N/A,2018,Finance,Business Services
NASDAQ,TIG,TiGenix,615.77M,2016,Health Care,Major Pharmaceuticals
NASDAQ,TTS,Tile Shop Hldgs Inc.,385.91M,N/A,Consumer Services,Home Furnishings
NASDAQ,TSBK,Timberland Bancorp Inc.,244.19M,N/A,Finance,Banks
NASDAQ,TNTR,Tintri Inc.,27.17M,2017,Technology,EDP Services
NASDAQ,TIPT,Tiptree Inc.,247.46M,N/A,Finance,Property-Casualty Insurers
NASDAQ,TITN,Titan Machinery Inc.,464.79M,2007,Consumer Services,Other Specialty Stores
NASDAQ,TTNP,Titan Pharmaceuticals Inc.,17.18M,N/A,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ,TVTY,Tivity Health Inc.,1.56B,N/A,Health Care,Hospital/Nursing Management
NASDAQ,TIVO,TiVo Corporation,1.72B,N/A,Miscellaneous,Multi-Sector Companies
NASDAQ,TMUS,T-Mobile US Inc.,48.29B,N/A,Public Utilities,Telecommunications Equipment
NASDAQ,TMSR,TMSR Holding Company Limited,82.18M,2015,Finance,Business Services
NASDAQ,TOCA,Tocagen Inc.,190.97M,2017,Health Care,Major Pharmaceuticals
NASDAQ,TNXP,Tonix Pharmaceuticals Holding Corp.,26.27M,N/A,Health Care,Major Pharmaceuticals
NASDAQ,TISA,Top Image Systems Ltd.,19.53M,1996,Technology,Computer peripheral equipment
NASDAQ,TOPS,TOP Ships Inc.,91930,N/A,Transportation,Marine Transportation
NASDAQ,TRCH,Torchlight Energy Resources Inc.,89.33M,N/A,Energy,Oil & Gas Production
NASDAQ,TRMD,TORM plc,526.79M,N/A,Transportation,Marine Transportation
NASDAQ,TSEM,Tower Semiconductor Ltd.,2.46B,1994,Technology,Semiconductors
NASDAQ,CLUB,Town Sports International Holdings Inc.,296.54M,2006,Consumer Services,Hotels/Resorts
NASDAQ,TOWN,Towne Bank,2.32B,N/A,N/A,N/A
NASDAQ,TPIC,TPI Composites Inc.,887.89M,2016,Energy,Industrial Machinery/Components
NASDAQ,TCON,TRACON Pharmaceuticals Inc.,77.3M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ,TSCO,Tractor Supply Company,9.07B,1994,Consumer Services,RETAIL: Building Materials
NASDAQ,TWMC,Trans World Entertainment Corp.,46.99M,N/A,Consumer Services,Consumer Electronics/Video Chains
NASDAQ,TACT,TransAct Technologies Incorporated,79.58M,1996,Technology,Computer peripheral equipment
NASDAQ,TRNS,Transcat Inc.,126.78M,N/A,Capital Goods,Electrical Products
NASDAQ,TGA,TransGlobe Energy Corporation,176.18M,N/A,Energy,Oil & Gas Production
NASDAQ,TA,TravelCenters of America LLC,123M,N/A,Consumer Durables,Automotive Aftermarket
NASDAQ,TANNI,TravelCenters of America LLC,N/A,N/A,Consumer Durables,Automotive Aftermarket
NASDAQ,TANNL,TravelCenters of America LLC,N/A,N/A,Consumer Durables,Automotive Aftermarket
NASDAQ,TANNZ,TravelCenters of America LLC,N/A,N/A,Consumer Durables,Automotive Aftermarket
NASDAQ,TZOO,Travelzoo,198.14M,N/A,Technology,EDP Services
NASDAQ,TRMT,Tremont Mortgage Trust,36.93M,2017,N/A,N/A
NASDAQ,TRVN,Trevena Inc.,118.27M,2014,Health Care,Major Pharmaceuticals
NASDAQ,TCBK,TriCo Bancshares,900.42M,N/A,Finance,Major Banks
NASDAQ,TDACU,Trident Acquisitions Corp.,N/A,N/A,N/A,N/A
NASDAQ,TRIL,Trillium Therapeutics Inc.,79.21M,N/A,Health Care,Major Pharmaceuticals
NASDAQ,TRS,TriMas Corporation,1.32B,2007,Capital Goods,Industrial Specialties
NASDAQ,TRMB,Trimble Inc.,8.65B,1990,Capital Goods,Industrial Machinery/Components
NASDAQ,TRIB,Trinity Biotech plc,94.39M,1992,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NASDAQ,TMCXU,Trinity Merger Corp.,N/A,2018,Finance,Business Services
NASDAQ,TRIP,TripAdvisor Inc.,6.69B,N/A,Technology,Computer Software: Programming & Data Processing
NASDAQ,TSC,TriState Capital Holdings Inc.,739.07M,2013,Finance,Major Banks
NASDAQ,TSCAP,TriState Capital Holdings Inc.,762.26M,N/A,Finance,Major Banks
NASDAQ,TBK,Triumph Bancorp Inc.,1.06B,2014,Finance,Major Banks
NASDAQ,TRVG,trivago N.V.,1.67B,2016,Technology,EDP Services
NASDAQ,TRNC,tronc Inc.,587.9M,N/A,Consumer Services,Newspapers/Magazines
NASDAQ,TROV,TrovaGene Inc.,15.29M,N/A,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ,TRUE,TrueCar Inc.,968.45M,2014,Technology,Computer Software: Programming & Data Processing
NASDAQ,THST,Truett-Hurst Inc.,6.12M,2013,Consumer Non-Durables,Beverages (Production/Distribution)
NASDAQ,TRUP,Trupanion Inc.,938.73M,N/A,Health Care,Medical Specialities
NASDAQ,TRST,TrustCo Bank Corp NY,853.4M,N/A,Finance,Major Banks
NASDAQ,TRMK,Trustmark Corporation,2.23B,N/A,Finance,Major Banks
NASDAQ,TSRI,TSR Inc.,10.51M,N/A,Technology,EDP Services
NASDAQ,TTEC,TTEC Holdings Inc.,1.68B,1996,Technology,Professional Services
NASDAQ,TTMI,TTM Technologies Inc.,1.72B,2000,Technology,Electrical Products
NASDAQ,TCX,Tucows Inc.,667.83M,N/A,Technology,EDP Services
NASDAQ,TUES,Tuesday Morning Corp.,119.22M,1999,Consumer Services,Department/Specialty Retail Stores
NASDAQ,TOUR,Tuniu Corporation,968.41M,2014,Consumer Services,Transportation Services
NASDAQ,HEAR,Turtle Beach Corporation,236.25M,N/A,Consumer Durables,Telecommunications Equipment
NASDAQ,FOX,Twenty-First Century Fox Inc.,70.84B,N/A,Consumer Services,Television Services
NASDAQ,FOXA,Twenty-First Century Fox Inc.,47.34B,N/A,Consumer Services,Television Services
NASDAQ,TWIN,Twin Disc Inc.orporated,333.6M,N/A,Technology,Industrial Machinery/Components
NASDAQ,TRCB,Two River Bancorp,149.11M,N/A,Finance,Major Banks
NASDAQ,TYME,Tyme Technologies Inc.,293.63M,N/A,Health Care,Major Pharmaceuticals
NASDAQ,USCR,U S Concrete Inc.,987.59M,N/A,Capital Goods,Building Materials
NASDAQ,PRTS,U.S. Auto Parts Network Inc.,60.33M,2007,Consumer Services,Other Specialty Stores
NASDAQ,USEG,U.S. Energy Corp.,17.63M,N/A,Energy,Oil & Gas Production
NASDAQ,GROW,U.S. Global Investors Inc.,34.23M,N/A,Finance,Investment Managers
NASDAQ,USAU,U.S. Gold Corp.,24.17M,N/A,N/A,N/A
NASDAQ,UBNT,Ubiquiti Networks Inc.,5.96B,2011,Technology,Radio And Television Broadcasting And Communications Equipment
NASDAQ,UFPT,UFP Technologies Inc.,230.74M,1993,Capital Goods,Containers/Packaging
NASDAQ,ULTA,Ulta Beauty Inc.,15.31B,2007,Consumer Services,Other Specialty Stores
NASDAQ,UCTT,Ultra Clean Holdings Inc.,652.12M,2004,Technology,Semiconductors
NASDAQ,UPL,Ultra Petroleum Corp.,401M,N/A,Energy,Oil & Gas Production
NASDAQ,RARE,Ultragenyx Pharmaceutical Inc.,3.25B,2014,Health Care,Major Pharmaceuticals
NASDAQ,ULBI,Ultralife Corporation,146.41M,1992,Miscellaneous,Industrial Machinery/Components
NASDAQ,UMBF,UMB Financial Corporation,3.97B,N/A,Finance,Major Banks
NASDAQ,UMPQ,Umpqua Holdings Corporation,5.28B,N/A,Finance,Savings Institutions
NASDAQ,UNAM,Unico American Corporation,43.52M,N/A,Finance,Property-Casualty Insurers
NASDAQ,UBSH,Union Bankshares Corporation,2.73B,N/A,Finance,Major Banks
NASDAQ,UNB,Union Bankshares Inc.,225.07M,N/A,Finance,Major Banks
NASDAQ,QURE,uniQure N.V.,1.21B,2014,Health Care,Major Pharmaceuticals
NASDAQ,UBCP,United Bancorp Inc.,73.05M,N/A,Finance,Major Banks
NASDAQ,UBOH,United Bancshares Inc.,72.72M,N/A,Finance,Major Banks
NASDAQ,UBSI,United Bankshares Inc.,3.85B,N/A,Finance,Major Banks
NASDAQ,UCBA,United Community Bancorp,113.24M,N/A,Finance,Savings Institutions
NASDAQ,UCBI,United Community Banks Inc.,2.64B,N/A,Finance,Major Banks
NASDAQ,UCFC,United Community Financial Corp.,523.58M,N/A,Finance,Banks
NASDAQ,UBNK,United Financial Bancorp Inc. ,898.47M,N/A,Finance,Banks
NASDAQ,UFCS,United Fire Group Inc.,1.33B,N/A,Finance,Property-Casualty Insurers
NASDAQ,UIHC,United Insurance Holdings Corp.,895.53M,N/A,Finance,Property-Casualty Insurers
NASDAQ,UNFI,United Natural Foods Inc.,2.32B,1996,Consumer Non-Durables,Food Distributors
NASDAQ,UBFO,United Security Bancshares,188.42M,N/A,Finance,Major Banks
NASDAQ,USLM,United States Lime & Minerals Inc.,445.29M,N/A,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
NASDAQ,UTHR,United Therapeutics Corporation,4.6B,1999,Health Care,Major Pharmaceuticals
NASDAQ,UG,United-Guardian Inc.,90.71M,N/A,Consumer Non-Durables,Package Goods/Cosmetics
NASDAQ,UNIT,Uniti Group Inc.,3.56B,N/A,Consumer Services,Real Estate Investment Trusts
NASDAQ,UNTY,Unity Bancorp Inc.,244.17M,N/A,Finance,Major Banks
NASDAQ,UBX,Unity Biotechnology Inc.,540.14M,2018,Health Care,Major Pharmaceuticals
NASDAQ,OLED,Universal Display Corporation,4.57B,N/A,Capital Goods,Electrical Products
NASDAQ,UEIC,Universal Electronics Inc.,460.5M,1993,Consumer Non-Durables,Consumer Electronics/Appliances
NASDAQ,UFPI,Universal Forest Products Inc.,2.2B,1993,Basic Industries,Forest Products
NASDAQ,ULH,Universal Logistics Holdings Inc.,692.84M,N/A,Transportation,Trucking Freight/Courier Services
NASDAQ,USAP,Universal Stainless & Alloy Products Inc.,198.57M,1994,Basic Industries,Steel/Iron Ore
NASDAQ,UVSP,Univest Corporation of Pennsylvania,874.85M,N/A,Finance,Major Banks
NASDAQ,UMRX,Unum Therapeutics Inc.,340.76M,2018,Health Care,Major Pharmaceuticals
NASDAQ,UPLD,Upland Software Inc.,692.49M,2014,Technology,Computer Software: Prepackaged Software
NASDAQ,UONE,Urban One Inc. ,87.36M,N/A,Consumer Services,Broadcasting
NASDAQ,UONEK,Urban One Inc. ,89.79M,N/A,Consumer Services,Broadcasting
NASDAQ,URBN,Urban Outfitters Inc.,4.43B,1993,Consumer Services,Clothing/Shoe/Accessory Stores
NASDAQ,URGN,UroGen Pharma Ltd.,951.03M,2017,Health Care,Major Pharmaceuticals
NASDAQ,ECOL,US Ecology Inc.,1.3B,N/A,Public Utilities,Environmental Services
NASDAQ,USAT,USA Technologies Inc.,735.29M,N/A,Miscellaneous,Office Equipment/Supplies/Services
NASDAQ,USATP,USA Technologies Inc.,12.19M,N/A,Miscellaneous,Office Equipment/Supplies/Services
NASDAQ,USAK,USA Truck Inc.,194.05M,1992,Transportation,Trucking Freight/Courier Services
NASDAQ,UTMD,Utah Medical Products Inc.,385.74M,N/A,Health Care,Medical/Dental Instruments
NASDAQ,UTSI,UTStarcom Holdings Corp,169.78M,2000,Consumer Durables,Telecommunications Equipment
NASDAQ,VLRX,Valeritas Holdings Inc.,33.93M,N/A,Health Care,Medical/Dental Instruments
NASDAQ,VALX,Validea Market Legends ETF,25.26M,N/A,N/A,N/A
NASDAQ,VALU,Value Line Inc.,193.96M,1983,Finance,Investment Managers
NASDAQ,VNDA,Vanda Pharmaceuticals Inc.,880.67M,2006,Health Care,Major Pharmaceuticals
NASDAQ,BBH,VanEck Vectors Biotech ETF,418.63M,N/A,N/A,N/A
NASDAQ,GNRX,VanEck Vectors Generic Drugs ETF,3.66M,N/A,N/A,N/A
NASDAQ,PPH,VanEck Vectors Pharmaceutical ETF,256.22M,N/A,N/A,N/A
NASDAQ,VWOB,Vanguard Emerging Markets Government Bond ETF,998.76M,N/A,N/A,N/A
NASDAQ,VNQI,Vanguard Global ex-U.S. Real Estate ETF,6.15B,N/A,N/A,N/A
NASDAQ,VCIT,Vanguard Intermediate-Term Corporate Bond ETF,18.33B,N/A,N/A,N/A
NASDAQ,VGIT,Vanguard Intermediate-Term Treasury ETF,1.7B,N/A,N/A,N/A
NASDAQ,VIGI,Vanguard International Dividend Appreciation ETF,922.86M,N/A,N/A,N/A
NASDAQ,VYMI,Vanguard International High Dividend Yield ETF,973.11M,N/A,N/A,N/A
NASDAQ,VCLT,Vanguard Long-Term Corporate Bond ETF,2.05B,N/A,N/A,N/A
NASDAQ,VGLT,Vanguard Long-Treasury ETF,693.92M,N/A,N/A,N/A
NASDAQ,VMBS,Vanguard Mortgage-Backed Securities ETF,5.27B,N/A,N/A,N/A
NASDAQ,VONE,Vanguard Russell 1000 ETF,889.4M,N/A,N/A,N/A
NASDAQ,VONG,Vanguard Russell 1000 Growth ETF,1.75B,N/A,N/A,N/A
NASDAQ,VONV,Vanguard Russell 1000 Value ETF,1.37B,N/A,N/A,N/A
NASDAQ,VTWO,Vanguard Russell 2000 ETF,1.44B,N/A,N/A,N/A
NASDAQ,VTWG,Vanguard Russell 2000 Growth ETF,274.01M,N/A,N/A,N/A
NASDAQ,VTWV,Vanguard Russell 2000 Value ETF,202.54M,N/A,N/A,N/A
NASDAQ,VTHR,Vanguard Russell 3000 ETF,380.09M,N/A,N/A,N/A
NASDAQ,VCSH,Vanguard Short-Term Corporate Bond ETF,20.95B,N/A,N/A,N/A
NASDAQ,VTIP,Vanguard Short-Term Inflation-Protected Securities Index Fund,4.95B,N/A,N/A,N/A
NASDAQ,VGSH,Vanguard Short-Term Treasury ETF,2.35B,N/A,N/A,N/A
NASDAQ,VTC,Vanguard Total Corporate Bond ETF,50.71M,N/A,N/A,N/A
NASDAQ,BNDX,Vanguard Total International Bond ETF,11.79B,N/A,N/A,N/A
NASDAQ,VXUS,Vanguard Total International Stock ETF,11.16B,N/A,N/A,N/A
NASDAQ,VEAC,Vantage Energy Acquisition Corp.,155.76M,2017,Finance,Business Services
NASDAQ,VEACU,Vantage Energy Acquisition Corp.,N/A,2017,Finance,Business Services
NASDAQ,VEACW,Vantage Energy Acquisition Corp.,N/A,2017,Finance,Business Services
NASDAQ,VREX,Varex Imaging Corporation,1.42B,N/A,Capital Goods,Industrial Machinery/Components
NASDAQ,VRNS,Varonis Systems Inc.,2.16B,2014,Technology,Computer Software: Prepackaged Software
NASDAQ,VDSI,VASCO Data Security International Inc.,816.32M,N/A,Technology,EDP Services
NASDAQ,VBLT,Vascular Biogenics Ltd.,64.28M,2014,Health Care,Major Pharmaceuticals
NASDAQ,VXRT,Vaxart Inc.,36.6M,N/A,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ,VBIV,VBI Vaccines Inc.,204.21M,N/A,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ,VTIQU,VectoIQ Acquisition Corp.,N/A,2018,Finance,Business Services
NASDAQ,VECO,Veeco Instruments Inc.,808.29M,1994,Technology,Industrial Machinery/Components
NASDAQ,VEON,VEON Ltd.,4.51B,N/A,Public Utilities,Telecommunications Equipment
NASDAQ,VRA,Vera Bradley Inc.,404.81M,2010,Consumer Non-Durables,Apparel
NASDAQ,VCYT,Veracyte Inc.,259.66M,2013,Health Care,Medical Specialities
NASDAQ,VSTM,Verastem Inc.,346.9M,2012,Health Care,Major Pharmaceuticals
NASDAQ,VCEL,Vericel Corporation,522.71M,N/A,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ,VRNT,Verint Systems Inc.,2.71B,2002,Technology,EDP Services
NASDAQ,VRSN,VeriSign Inc.,15.78B,1998,Technology,EDP Services
NASDAQ,VRSK,Verisk Analytics Inc.,17.46B,2009,Technology,EDP Services
NASDAQ,VBTX,Veritex Holdings Inc.,739.43M,2014,Finance,Major Banks
NASDAQ,VERI,Veritone Inc.,330.71M,2017,Technology,EDP Services
NASDAQ,VRML,Vermillion Inc.,73.54M,N/A,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NASDAQ,VRNA,Verona Pharma plc,213.19M,2017,Health Care,Major Pharmaceuticals
NASDAQ,VSAR,Versartis Inc.,54.12M,2014,Health Care,Major Pharmaceuticals
NASDAQ,VTNR,Vertex Energy Inc.,34.02M,N/A,Energy,Integrated oil Companies
NASDAQ,VRTX,Vertex Pharmaceuticals Incorporated,39.99B,1991,Health Care,Major Pharmaceuticals
NASDAQ,VERU,Veru Inc.,98.46M,N/A,Basic Industries,Specialty Chemicals
NASDAQ,VIA,Viacom Inc.,12.98B,N/A,Consumer Services,Television Services
NASDAQ,VIAB,Viacom Inc.,9.45B,N/A,Consumer Services,Television Services
NASDAQ,VSAT,ViaSat Inc.,3.7B,1996,Technology,Radio And Television Broadcasting And Communications Equipment
NASDAQ,VIAV,Viavi Solutions Inc.,2.26B,N/A,Technology,Semiconductors
NASDAQ,VICL,Vical Incorporated,36M,1993,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ,VICR,Vicor Corporation,1.58B,N/A,Capital Goods,Industrial Machinery/Components
NASDAQ,VCTR,Victory Capital Holdings Inc.,723.68M,2018,Finance,Investment Managers
NASDAQ,CIZ,VictoryShares Developed Enhanced Volatility Wtd ETF,N/A,N/A,N/A,N/A
NASDAQ,VSDA,VictoryShares Dividend Accelerator ETF,N/A,N/A,N/A,N/A
NASDAQ,CEY,VictoryShares Emerging Market High Div Volatility Wtd ETF,N/A,N/A,N/A,N/A
NASDAQ,CEZ,VictoryShares Emerging Market Volatility Wtd ETF,N/A,N/A,N/A,N/A
NASDAQ,CID,VictoryShares International High Div Volatility Wtd ETF,N/A,N/A,N/A,N/A
NASDAQ,CIL,VictoryShares International Volatility Wtd ETF,N/A,N/A,N/A,N/A
NASDAQ,CFO,VictoryShares US 500 Enhanced Volatility Wtd ETF,34.86M,N/A,N/A,N/A
NASDAQ,CFA,VictoryShares US 500 Volatility Wtd ETF,9.97M,N/A,N/A,N/A
NASDAQ,CSF,VictoryShares US Discovery Enhanced Volatility Wtd ETF,25.62M,N/A,N/A,N/A
NASDAQ,CDC,VictoryShares US EQ Income Enhanced Volatility Wtd ETF,29.82M,N/A,N/A,N/A
NASDAQ,CDL,VictoryShares US Large Cap High Div Volatility Wtd ETF,N/A,N/A,N/A,N/A
NASDAQ,VSMV,VictoryShares US Multi-Factor Minimum Volatility ETF,N/A,N/A,N/A,N/A
NASDAQ,CSB,VictoryShares US Small Cap High Div Volatility Wtd ETF,N/A,N/A,N/A,N/A
NASDAQ,CSA,VictoryShares US Small Cap Volatility Wtd ETF,2.44B,N/A,N/A,N/A
NASDAQ,VRAY,ViewRay Inc.,530.09M,N/A,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NASDAQ,VKTX,Viking Therapeutics Inc.,261.29M,2015,Health Care,Major Pharmaceuticals
NASDAQ,VKTXW,Viking Therapeutics Inc.,N/A,N/A,Health Care,Major Pharmaceuticals
NASDAQ,VBFC,Village Bank and Trust Financial Corp.,48.76M,N/A,Finance,Major Banks
NASDAQ,VLGEA,Village Super Market Inc.,425.03M,N/A,Consumer Services,Food Chains
NASDAQ,VNOM,Viper Energy Partners LP,3.73B,2014,Energy,Oil & Gas Production
NASDAQ,VIRC,Virco Manufacturing Corporation,67.57M,N/A,Consumer Durables,Industrial Specialties
NASDAQ,VTSI,VirTra Inc.,40.84M,N/A,Consumer Services,Services-Misc. Amusement & Recreation
NASDAQ,VIRT,Virtu Financial Inc.,5.85B,2015,Finance,Investment Bankers/Brokers/Service
NASDAQ,VRTS,Virtus Investment Partners Inc.,900.38M,N/A,Finance,Investment Managers
NASDAQ,VRTSP,Virtus Investment Partners Inc.,N/A,N/A,Finance,Investment Managers
NASDAQ,BBC,Virtus LifeSci Biotech Clinical Trials ETF,33.68M,N/A,N/A,N/A
NASDAQ,BBP,Virtus LifeSci Biotech Products ETF,42.35M,N/A,N/A,N/A
NASDAQ,VRTU,Virtusa Corporation,1.43B,2007,Technology,EDP Services
NASDAQ,VTGN,VistaGen Therapeutics Inc.,22.6M,N/A,Health Care,Major Pharmaceuticals
NASDAQ,VC,Visteon Corporation,3.83B,N/A,Capital Goods,Auto Parts:O.E.M.
NASDAQ,VTL,Vital Therapies Inc.,256.33M,2014,Health Care,Major Pharmaceuticals
NASDAQ,VIVE,Viveve Medical Inc.,57.54M,N/A,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NASDAQ,VVPR,VivoPower International PLC,36.77M,N/A,Public Utilities,Power Generation
NASDAQ,VVUS,VIVUS Inc.,94.38M,1994,Health Care,Major Pharmaceuticals
NASDAQ,VOD,Vodafone Group Plc,70.93B,N/A,Public Utilities,Telecommunications Equipment
NASDAQ,VOXX,VOXX International Corporation,134.3M,N/A,Consumer Non-Durables,Electronic Components
